Gene stable ID	Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENSG00000177839	ENST00000316105	Q9Y5E1	PCDHB9
ENSG00000163793	ENST00000296097	Q8N7S2	DNAJC5G
ENSG00000164220	ENST00000296641	O00254	F2RL2
ENSG00000169432	ENST00000642356	Q15858	SCN9A
ENSG00000204006	ENST00000371759	Q5T7R7	C1orf185
ENSG00000177917	ENST00000326446	Q8N6S5	ARL6IP6
ENSG00000165935	ENST00000535986	A6NFE2	SMCO2
ENSG00000176920	ENST00000425340	Q10981	FUT2
ENSG00000167615	ENST00000326764	Q96PV6	LENG8
ENSG00000173175	ENST00000462833	O95622	ADCY5
ENSG00000176040	ENST00000452346	Q7RTY8	TMPRSS7
ENSG00000204160	ENST00000374142	Q9NUE0	ZDHHC18
ENSG00000205279	ENST00000379445	Q4LDR2	CTXN3
ENSG00000188782	ENST00000456354	Q7RTX7	CATSPER4
ENSG00000188822	ENST00000374472	P34972	CNR2
ENSG00000157388	ENST00000350061	Q01668	CACNA1D
ENSG00000179921	ENST00000519574	Q8TDU6	GPBAR1
ENSG00000255307	ENST00000530810	Q96RD2	OR52B2
ENSG00000168899	ENST00000306384	O95183	VAMP5
ENSG00000168890	ENST00000334462	Q86TG1	TMEM150A
ENSG00000181045	ENST00000361193	Q86WA9	SLC26A11
ENSG00000212126	ENST00000506868	P59544	TAS2R50
ENSG00000196876	ENST00000627620	Q9UQD0	SCN8A
ENSG00000196218	ENST00000359596	P21817	RYR1
ENSG00000163817	ENST00000358525	Q9NP91	SLC6A20
ENSG00000260001	ENST00000713907	H3BV60	TGFBR3L
ENSG00000162409	ENST00000371244	P54646	PRKAA2
ENSG00000184840	ENST00000332598	Q9BVK6	TMED9
ENSG00000180089	ENST00000327042	Q8N661	TMEM86B
ENSG00000213533	ENST00000355083	Q86TL2	STIMATE
ENSG00000186334	ENST00000335230	Q495N2	SLC36A3
ENSG00000166959	ENST00000300226	Q9BY19	MS4A8
ENSG00000172689	ENST00000308287	Q96PG2	MS4A10
ENSG00000188340	ENST00000641131	Q8NGY6	OR6N2
ENSG00000184908	ENST00000375679	P51801	CLCNKB
ENSG00000177728	ENST00000314256	Q12767	TMEM94
ENSG00000172640	ENST00000310248	Q8NGE0	OR10AD1
ENSG00000188338	ENST00000614032	Q99624	SLC38A3
ENSG00000182600	ENST00000331342	Q6UX34	SNORC
ENSG00000178015	ENST00000380007	Q8NGU9	GPR150
ENSG00000169964	ENST00000302392	Q69YG0	TMEM42
ENSG00000175220	ENST00000311956	Q07960	ARHGAP1
ENSG00000178562	ENST00000324106	P10747	CD28
ENSG00000163812	ENST00000424952	Q9NYG2	ZDHHC3
ENSG00000176555	ENST00000319988	Q8NGB4	OR4S1
ENSG00000214782	ENST00000529108	Q3C1V0	MS4A18
ENSG00000182985	ENST00000331581	Q9BY67	CADM1
ENSG00000188691	ENST00000532411	P0C7T3	OR56A5
ENSG00000173578	ENST00000309285	P46094	XCR1
ENSG00000180871	ENST00000318507	P25025	CXCR2
ENSG00000161798	ENST00000293599	P55064	AQP5
ENSG00000169618	ENST00000303786	Q8TCW9	PROKR1
ENSG00000159346	ENST00000340990	Q96A54	ADIPOR1
ENSG00000172935	ENST00000309099	Q96AM1	MRGPRF
ENSG00000196712	ENST00000358273	P21359	NF1
ENSG00000178927	ENST00000306645	Q9BQA9	CYBC1
ENSG00000167434	ENST00000300900	P22748	CA4
ENSG00000206531	ENST00000488794	Q6Q8B3	CD200R1L
ENSG00000188167	ENST00000342462	Q6ZT21	TMPPE
ENSG00000173705	ENST00000309558	O60279	SUSD5
ENSG00000171561	ENST00000641504	A6NND4	OR2AT4
ENSG00000189050	ENST00000305783	Q5M7Z0	RNFT1
ENSG00000212122	ENST00000390666	Q9BXA7	TSSK1B
ENSG00000185187	ENST00000431843	Q6IA17	SIGIRR
ENSG00000177674	ENST00000314340	Q6RW13	AGTRAP
ENSG00000172936	ENST00000650905	Q99836	MYD88
ENSG00000198471	ENST00000358241	Q5QGT7	RTP2
ENSG00000164270	ENST00000377888	Q13639	HTR4
ENSG00000163762	ENST00000296059	Q96CE8	TM4SF18
ENSG00000204967	ENST00000530339	Q9UN74	PCDHA4
ENSG00000162739	ENST00000368057	Q96DU3	SLAMF6
ENSG00000189362	ENST00000409150	A6NFY4	NEMP2
ENSG00000214819	ENST00000399044	A8MXV6	CDRT15L2
ENSG00000162733	ENST00000367921	Q16832	DDR2
ENSG00000196660	ENST00000366926	Q6XR72	SLC30A10
ENSG00000271824	ENST00000607574	A0A1B0GUA5	SMIM32
ENSG00000230178	ENST00000456475	Q6IEY1	OR4F3
ENSG00000164509	ENST00000652347	Q8NI17	IL31RA
ENSG00000163349	ENST00000426820	Q86Z02	HIPK1
ENSG00000176087	ENST00000323146	Q96G79	SLC35A4
ENSG00000184292	ENST00000371225	P09758	TACSTD2
ENSG00000173409	ENST00000310256	Q9H2C2	ARV1
ENSG00000160055	ENST00000309777	Q8WY98	TMEM234
ENSG00000183023	ENST00000332839	P32418	SLC8A1
ENSG00000160716	ENST00000368476	P17787	CHRNB2
ENSG00000182389	ENST00000539935	O00305	CACNB4
ENSG00000182083	ENST00000319423	Q6IFH4	OR6B2
ENSG00000237524	ENST00000568484	A0A1B0GUA7	TEX51
ENSG00000188807	ENST00000340381	Q5SNT2	TMEM201
ENSG00000171603	ENST00000377298	O94985	CLSTN1
ENSG00000186007	ENST00000367153	Q68G75	LEMD1
ENSG00000178568	ENST00000342788	Q15303	ERBB4
ENSG00000184611	ENST00000332142	Q9NS40	KCNH7
ENSG00000179002	ENST00000375371	Q8TE23	TAS1R2
ENSG00000186827	ENST00000379236	P43489	TNFRSF4
ENSG00000183840	ENST00000329321	O43194	GPR39
ENSG00000284733	ENST00000426406	Q6IEY1	OR4F29
ENSG00000198885	ENST00000439118	Q6GPH6	ITPRIPL1
ENSG00000158473	ENST00000674085	P15813	CD1D
ENSG00000181773	ENST00000374024	P46089	GPR3
ENSG00000158292	ENST00000377893	Q6NV75	GPR153
ENSG00000277893	ENST00000622030	P31213	SRD5A2
ENSG00000187048	ENST00000310638	Q02928	CYP4A11
ENSG00000183317	ENST00000373048	Q5JZY3	EPHA10
ENSG00000162383	ENST00000371494	O00341	SLC1A7
ENSG00000168528	ENST00000373709	Q96SA4	SERINC2
ENSG00000241128	ENST00000366485	Q96R54	OR14A2
ENSG00000236782	ENST00000433939	A0A0U1RRA0	ZNF593OS
ENSG00000156097	ENST00000527748	Q9BZJ8	GPR61
ENSG00000179178	ENST00000439858	Q96AQ2	TMEM125
ENSG00000158715	ENST00000367145	Q96JT2	SLC45A3
ENSG00000163393	ENST00000369503	Q8IZD6	SLC22A15
